Date,Tags,Questions
14-03-2025,"javascript, html, css, flexbox, css-float",Display list in several columns and keep the number of elements per column equal when their heights are different
14-03-2025,"c++, c++23","How to create std::expected<void, void> to signal success or exception without any additional data?"
14-03-2025,"r, generics, r-package",UseMethod in one R package not finding method implemented in another package
14-03-2025,"android, android-actionbar, google-play-services, android-theme, android-styles",ActionBar in OssLicensesActivity covering content
14-03-2025,"python, enums, pydantic",Is an instance of my Pydantic model also in my Enum?
14-03-2025,"google-apps-script, google-calendar-api",Find all recurring events in Google Calendar using Google Apps Script or the Google Calendar API
14-03-2025,"c++, nlohmann-json, jsonpointer",nlohmann::json 3.11.3 - json_pointer warning: 'operator==' is deprecated: Since 3.11.2
14-03-2025,"vue.js, vue-component, markdown, vuepress2",How to write a Markdown extension in VuePress
14-03-2025,"asp.net, .net, asp.net-web-api",Multipart form post only works if you look at it first
14-03-2025,"agent, scom",SCOM agent dropping data while is offline more than 24 hours
14-03-2025,"python, artificial-intelligence, chatbot, langchain, large-language-model",How to Use Template in Langchain to Insert Results from Chain for Further Reasoning?
14-03-2025,flutter,Flutter - SwitchListTile - make text and switch adjacent?
14-03-2025,"python, django, database, django-models, error-handling",Error with ManyToManyField relation in Django
14-03-2025,"ios, swift, swiftui",Animate cell transition to detail view in SwiftUI
14-03-2025,"python, kql, azure-data-explorer",azure-kusto-data insert duplicated and corrupted data when some pattern '2_' in it
14-03-2025,"kubernetes, activemq-artemis",ActiveMQ Artemis: Primary Pod Restart Loop with Shared Store HA
14-03-2025,"c#, .net, amazon-web-services, amazon-bedrock",Problems with JSON schema as a string for AWS Bedrock in .NET
14-03-2025,"quarto, typst",Unable to use title variable in header: Typst and Quarto Markdown
14-03-2025,"databricks, azure-databricks",Databricks App Error - libodbc.so.2: cannot open shared object file: No such file or directory
14-03-2025,"dataframe, pyspark, parallel-processing, comparison",Parallelism for many dataframes with sparksqlcompare
14-03-2025,emacs,Emacs bookmark with function
14-03-2025,"ubuntu, gcc, linker-errors, riscv, gnu-toolchain","How to avoid ""undefined reference to memset or memcpy"" using riscv64-linux-gnu-gcc [duplicate]"
14-03-2025,"azure, azure-functions, azure-machine-learning-service, azure-deployment",Getting error MlException: ['Non-string passed to RegistryStr for model' while tyring to create a local managed online deploying of XGBoost model
14-03-2025,"python, replit",Python is not recognizing my module as a module
14-03-2025,"database, synchronization, local",Distant and local database synchronization: how to manage temporary IDs?
14-03-2025,"javascript, alpine.js",Access child data from parent with AlpineJS
14-03-2025,"javascript, ios, react-native, expo, eas","Eas Production build fails, development build works fine"
14-03-2025,"makefile, yocto, autoconf",Building a yocto recipe with autoconf and configure
14-03-2025,"java, mysql",Java MySQL: Could not create table and insert initial data
14-03-2025,"r, merge, left-join, fuzzy-search","R: fuzyyjoin, or other, to merge accelerometer and magneterometer data"
14-03-2025,"c#, asp.net, .net, dependency-injection",How to register in DI single options instance as two classes?
14-03-2025,"visual-studio-code, user-interface","Is it possible to show activity bar, primary sidebar, and integrated terminal in the window created by the ""Move into New Window"" option in VS Code? [closed]"
14-03-2025,"sql, sql-server, t-sql, transactions",Transaction deadlock when using nvarchar(max)
14-03-2025,"excel, vba",VBA for checking empty cells below header after filtering
14-03-2025,"r, shiny",Tab UI won’t update properly in R shiny app
14-03-2025,"databricks, azure-databricks, delta-live-tables",Bug Delta Live Tables - Checkpoint
14-03-2025,"sql, sql-server",SQL Except/Union Assistance
14-03-2025,hive,The hive 3.5 migration to hive 5.4
14-03-2025,"angular, filter, ag-grid",no data found not working in filter ag grid
14-03-2025,"azure-logic-apps, publish-subscribe, azure-eventgrid, azure-http-trigger",Azure Logic App HTTP Trigger Event Grid Topic
14-03-2025,"css, sass",Media query in Sass is duplicated twice
14-03-2025,"node.js, azure, azure-functions, azure-durable-functions",Failed to find binding?
14-03-2025,"blazor, blazor-server-side",How to redirect to error page when there is dependency injection error while blazor tries to resolve the dependency injection
14-03-2025,"c, guacamole",Understanding the Apache Guacamole Protocol [closed]
14-03-2025,"math, geogebra",Modifying an angle on the unit circle by moving a point on it
14-03-2025,"javascript, vue.js, webpack, vue-cli",Error when building and launching vue project
14-03-2025,"python, request, get, boolean",How specifically request rows with null values through an API request
14-03-2025,"linux, openshift, nftables",create a gateway with multiple gateway ip to snat egress ip mappings for Openshifts AdminPolicyBasedExternalRoute
14-03-2025,"http, multipart",How to send a list of files and data in a single HTTP multipart request?
14-03-2025,"python, numerical-methods, diagram",Producing bifurcation diagram of logistic map including unstable points
14-03-2025,"snowflake-cloud-data-platform, dbt, dbt-cloud",Problems with source identification in dbt-core
14-03-2025,"reactjs, react-native, webview",Infinite Reloading of React Native WebView – How to Trace the Trigger?
14-03-2025,"python, matplotlib, plot, seaborn, diagram",How to recreate this tile plot in python
14-03-2025,"delphi, firebird, firedac",TFDQuery.RowsAffected with INSERT INTO SELECT in FireDAC always >= 1
14-03-2025,"reactjs, audio, mp3, web-audio-api, autoplay",How to set audio playback permissions only once on a specific website?
14-03-2025,"authentication, logging, fastapi, google-cloud-run, google-cloud-logging",How to log the authenticated user or service account in Cloud Run request logs?
14-03-2025,slurm,Make a slurm job depend on ANY of the specified job ids
14-03-2025,"google-colaboratory, lstm, arima, automl, auto-keras","Petroleum Price Prediction Model Using ARIMA, LSTM, and AutoML Producing Inaccurate Results [closed]"
14-03-2025,"c++, arrays",Why can't I dynamically initialize a 2d array like initializing a 1d array?
14-03-2025,"angular-cli, angular-devkit",New application created with ng generate application in Angular workspace result in schema error
14-03-2025,deep-learning,Stages of voice pathology using deep learning
14-03-2025,"java, maven, compiler-errors, pom.xml",Unknown lifecycle phase in maven
14-03-2025,android,Query returns nothing from android MediaStore.Images.Media
14-03-2025,"ruby-on-rails, nginx, ssl, websocket, haproxy",Websockets failing to work from HAProxy to Nginx/Passenger to Rails
14-03-2025,"javascript, fonts, measurement, pdf-lib.js",PDF-lib.js unable to measure and fill text in a multiline text field correctly
14-03-2025,"apache, mod-wsgi, wsgi",Apache removing spaces before slashes in the PATH of an URI
14-03-2025,"ios, flutter, schema",How to automatize embedding an app extension for only one scheme?
14-03-2025,"android, multiprocess",Android Execute code once per cold boot of android app
14-03-2025,virtual-machine,Unusual activity detected with your subscription. Resources deployed on this subscription will have limited functionality
14-03-2025,"sql, google-bigquery",GROUP BY GROUPING SETS gives NULL result
14-03-2025,databricks,dynamically executing the Databricks workflow based on parameters
14-03-2025,"rust, parquet, apache-arrow-datafusion",How to configure compression when writing Parquet files with Datafusion?
14-03-2025,"python, regex, string",Split string at patterns alternatingly [closed]
14-03-2025,"laravel, laravel-11, larastan",Larastan v2 - wrong return type using find
14-03-2025,"android-jetpack-compose, android-jetpack, android-jetpack-compose-material3",Jetpack Compose - Cannot make ModalBottomSheet non interactable by the user
14-03-2025,"sql-server, ssis, sql-server-agent",Query to link SSIS execution with SQL Server Agent job and jobstep
14-03-2025,"linear-regression, pipeline, gridsearchcv, coefficients",LinearRegression object has no attr coef_ (in pipeline)
14-03-2025,"python, pytorch, auc, torcheval",Correctly invoke TorchEval AUC calculation for two tensors
14-03-2025,"spring-boot, docker, keycloak, keycloak-admin-client",How to configure properly docker-compose of a Spring Boot app that uses Keycloak Admin Client Java API?
14-03-2025,"java, spring-boot, apache-kafka, testcontainers",How to bind ports in kafka configuration and test container
14-03-2025,"zip, command-line-interface, rar, winrar",How to use WinRar cli to pack files without including the whole folder structure
14-03-2025,flutter,How to change the filled color of input fields in TimerPicker?
14-03-2025,"charts, technical-indicator, indie, indie-lang",How can I plot an orange line in Indie?
14-03-2025,"c++, nginx, ffmpeg, rtmp, flv",Problems encoding audio stream for RTMP server using ffmpeg libraries
14-03-2025,"pdf, fonts, itext7",iText7: Kurdish characters rendering issue
14-03-2025,"html, css",HTML CSS Button shifts when text to button is provided. What property(s) are causing this? [duplicate]
14-03-2025,"android, react-native, glsurfaceview",Android native module - views not rendered when added through GLSurfaceView.Renderer event handler
14-03-2025,microsoft-graph-api,"How to grant Entra ID application ""read"" role for a DriveItem"
14-03-2025,azure-data-factory,ADF Lookup Activity Output Parsing
14-03-2025,"html, macos, google-chrome, truncated",Dropdown text is truncated on Chrome for Mac [closed]
14-03-2025,"c++, windows, gcc, boost, msys2","Boost 1.87.0 with msys2 on windows - all features marked as ""no"" and ""No best alternative for"" errors"
14-03-2025,"node.js, express, http-proxy-middleware",How to continue in case of the router is not satisfied using http-proxy-middleware?
14-03-2025,"google-maps, google-cloud-platform","Google Maps API fails ""This API project is not authorized to use this API."""
14-03-2025,"wso2, wso2-identity-server",WSO2 IWA Kerberos Authentication Fails to Retrieve Mobile Claim for SMS OTP
14-03-2025,"deployment, prefect",Prefect flows run one after another
14-03-2025,postgresql,pg_restore does not provide any output for error
14-03-2025,"astrojs, nanostores",Persistent nanostore with multiple engines
14-03-2025,"python, matplotlib, wingdings",How to include wingdings 3 characters in a matplotlib data table?
14-03-2025,"c#, .net, mediatr",How to keep modulith with independent modules and send a request to another module? .NET 9 Modulith
14-03-2025,"filter, azure-cognitive-search, nested-fields",Azure Cognitive Search: search.ismatch on Nested Field FieldFacet Not Working
14-03-2025,"asp.net-core, blazor-server-side, .net-9.0, blazored",Blazored Modal (.NET 9 Blazor )- object reference not set to an instance of an object
14-03-2025,"javascript, java, relative-path, jsp-tags",Failed to load resource. 404 error. Can't load images or js files
14-03-2025,"android, dns, tailscale, pihole",Tailscale DNS becomes unavailable on Android after a period of use
14-03-2025,salesforce,Adding External Client App to 2 GP Salesforce
14-03-2025,c++,std::regex throws exception during parsing string
14-03-2025,"vue.js, primevue",PrimeVue Theme Styles
14-03-2025,"c++, visual-studio-code, cmake","How to select the ""main"" cmake file for VS Code Cmake tools?"
14-03-2025,"f#, type-providers, fsharp.data.sqlclient",F# FSharp.Data.SqlClient error 0x8007007E
14-03-2025,"c#, wpf, binding, overriding",Binding overridden class usage?
14-03-2025,rust,Using multiple indexes for the same query with Tantivy
14-03-2025,"angular, tesseract.js",Angular 19 + SSR + Tesseract.js
14-03-2025,"c++, g++, shared-libraries, pkg-config, poppler",why g++ linking the wrong poppler shared library? How to correct it?
14-03-2025,google-apps-script,Web app with Google AppsScript not responsive [duplicate]
14-03-2025,"c++, windows, terminal",How can i enable and disable the echo in windows terminal using c++
14-03-2025,"angular-material, angular-routing",Angular Material sidenav + route => default selection
14-03-2025,"aggregation, opensearch",Running OpenSearch term aggregations in parallel
14-03-2025,"ios, .net, visual-studio-code, xamarin, rider",".NET 8.0 SDK Style Project, Migrating to VS code for iOS 18 support"
14-03-2025,"reactjs, typescript, validation, react-hook-form, zod",Zod refine not displaying errors for optional array fields in react-hook-form
14-03-2025,"javascript, php, jquery, ajax, upload",Why does the image not upload using ajax but does when done directly in php? [duplicate]
14-03-2025,regex,Regex - non capturing group
14-03-2025,"wordpress, advanced-custom-fields","Advanced Custom Fields; order by custom field, then by date"
14-03-2025,"azure-active-directory, active-directory, rabbitmq",RabbitMQ - vhost permissions for AD?
14-03-2025,"macos, huggingface",Hugging face login on macos
14-03-2025,"nginx, npm, proxy, nexus",Issue with Nginx Proxy for NPM Repository
14-03-2025,liquibase,how to use liquibase includeAll with logicalFilePath?
14-03-2025,"javascript, html, jquery, twitter-bootstrap",How to update page content using Bootstrap
14-03-2025,"xss, fortify, nextjs14",How to do proper configuration and setup of Fortify SSC scan on NextJs app
14-03-2025,"react-native, exception, sentry, react-native-sentry",Filter events based on Extra data in sentry
14-03-2025,"r, r-package, installation-package",Issues Installing ggplot2 and Dependencies in older R version (3.4.3)
14-03-2025,r,how to setup a function with input data and var name [closed]
14-03-2025,"python, multiprocessing",python multiprocess sharing value with Value not working as documented
14-03-2025,"inertiajs, adonis.js",shared user in adonis inertia config is not coming into vue props
14-03-2025,"docker, docker-desktop, docker-engine",docker Desktop distro installation failed(Docker Desktop was unable to configure its WSL2 distributions)
14-03-2025,rust,Using an iterator in a `loop` always returns the first element
14-03-2025,"java, arraylist, playwright","Java with Playwright onResponse method - can't get returned String value, IndexOutOfBoundsException"
14-03-2025,c++,What is the difference between `std::copy` and `std::ranges::copy`? [duplicate]
14-03-2025,"ag-grid, ag-grid-react",How to disable row expand when doing multipleColumns row grouping
14-03-2025,apache-superset,Migrating filters in multiple charts on Apache Superset
14-03-2025,"reactjs, react-native, react-query","React query error, attempted to invoke queryFn when set to skipToken"
14-03-2025,"r, longitudinal, posthoc, manova",How do I calculate a repeated measures MANOVA in R? [migrated]
14-03-2025,"macos, visual-studio-code, terminal, environment-variables, dotenv",VSCode terminal env variable hardcoded can't be removed
14-03-2025,"c#, parameter-passing, overloading","On an extension method, how can I have two overloads, one with params string[], and one with string[]? [closed]"
14-03-2025,"c#, wpf, xaml, button",How do I make a smooth transition in the slider switch?
14-03-2025,"android, ssh, sftp, jsch",Android cannot connect to a sftp server using JSCH
14-03-2025,"scala, apache-spark","How to do a ""roll"" in Spark"
14-03-2025,"python, paramiko",Python Paramiko.SHH invoke_shell() set timeout for user in linux and check if session is closed
14-03-2025,"php, wordpress, woocommerce, orders, user-roles",How to update user role after woocommerce order for a free item
14-03-2025,"flutter, dart, google-places-api",google_places_flutter : Unhandled Exception: Null check operator used on a null value [closed]
14-03-2025,"spring, spring-webflux, server-sent-events, retrywhen","Spring WebFlux SSE connection, retries and updating header on each retry"
14-03-2025,"zpl, zebra",ZPL and Serialization Field (^SF)
14-03-2025,obsidian,Mark specific sections in obsidian?
14-03-2025,"python, jupyter-notebook, azure-data-studio",Azure Data Notebook Python 3 Kernel issue
14-03-2025,"rabbitmq, migration","Best way, how migrate RabbitMQ instance (includng messages) from one server to another cluster"
14-03-2025,"sql, postgresql, group-by, window-functions, distinct-on",How to get the max amount per day for a month
14-03-2025,"c#, asp.net-core, .net-core, configuration, record",Unexpected Duplicate Configuration Values in .NET 8 WorkerService
14-03-2025,"c++, qt, pointers, qsharedpointer",Comparison of pointers QSharedPointer<T> and T*
14-03-2025,"spring-boot, spring-security, spring-resource-server",Validate additional role in spring-resource-server
14-03-2025,"c++, c++23",How to copy from a std::string_view to a std::vector or std::string while avoiding allocation?
14-03-2025,"xml, ubl",I am getting an error posting a UBL 2.1 Invoice - does anyone know what I am doing wrong?
14-03-2025,"grpc, grpc-java",Context.current() Changes every time it is called
14-03-2025,"docker, https, cors, nginx-reverse-proxy, droplet",net::ERR_SSL_PROTOCOL_ERROR - When frontend calls backend
14-03-2025,"service, health-monitoring, health-check, dotnet-aspire","Aspire 9.1 Service returns Unhealthy, but Aspire Dashboard does not reflect the state"
14-03-2025,"xslt, xslt-2.0, xslt-3.0",Using Key/Template to Lookup External Source on XSLT
14-03-2025,"reverse-proxy, spring-cloud-gateway, forwarding, backend-for-frontend",Spring Gateway forward to other server instead of redirect
14-03-2025,"r, string, character, lubridate, iso8601","How can I remove the ""T"" time indicator character from an ISO8601 datetime column? [closed]"
14-03-2025,"elixir, phoenix-framework, elixir-oban",Elixir Umbrella App: Oban Notification Not Properly Updating Product Cache Across Repos
14-03-2025,"html, angular, typescript, angular-reactive-forms",Type Error: dir.valueAccessor.registerOnTouched is not a function
14-03-2025,"swiftui, contenttransition",How to avoid contentTransition apply black in new text - SwiftUI
14-03-2025,"javascript, google-chrome-extension, chrome-declarativenetrequest","Using declarativeNetRequest to ""modifyHeaders"" dynamically by a function call"
14-03-2025,"powershell, ssh, gitlab-ci",How to use Powershell Where-Object in GitLab CI with SSH
14-03-2025,"docker, docker-container, cgroups",/sys/fs/cgroup/cpu path on host doesn't show the cpu quota value set for docker container
14-03-2025,"ruby-on-rails, postgresql, activerecord, primary-key, partitioning",Creating a partitioned table with Rails 7.2 and Postgres
14-03-2025,"spring, spring-boot, spring-data-jpa",spring boot page not repesct my Record Response
14-03-2025,"ios, swift, visual-studio-code, titanium",ERROR - warning: conditional compilation flags do not have values in Swift; they are either present or absent (rather than 'DEPLOYTYPE=production')
14-03-2025,movesense,Failed to Build Movesense 2.3.0
14-03-2025,"rest, authentication, oauth, linkedin-api",How to obtain the required OAuth scopes for LinkedIn Posts API?
14-03-2025,"azure, azure-devops, wiql",How to query in AzDo and get count of test cases blocked by some particular bug number?
14-03-2025,querydsl,How can I get the value of the instance field form a QClass?
14-03-2025,"r, dataset, multiple-columns, boxplot",boxplot across multiple columns in R
14-03-2025,"visual-studio, openapi",How to refresh an OpenAPI service reference in Visual Studio
14-03-2025,"azure, azure-web-app-service, ssl-certificate, azure-keyvault, azure-webapps",How can I access an azure key vault certificate from a web app or an app service?
14-03-2025,"java, maven, amazon-sqs",software.amazon.awssdk for SQS is not showing SqsClient [closed]
14-03-2025,"bloomberg, blpapi",Bloomberg API (blpapi) - failing to generate access api token
14-03-2025,"controller, simulator, arduino-c++, peripherals",Arduino Pro micro Flight Peripheral (I have very limited programing knowledge)
14-03-2025,"spring-boot, spring-boot-devtools",What's the right way to exclude some packages for spring-boot devtools restart
14-03-2025,"environment-variables, flyway",Pass environment variables to Flyway config
14-03-2025,"browser, browser-cache, cache-control",HTTP caching of transitive resources using IF-Modified-Since
14-03-2025,"azure, azure-application-gateway, web-application-firewall, azure-nsg, azure-waf",Azure Application Gateway Client Requests Routing
14-03-2025,"database-design, rdbms",How to structure a database to sum over overlapping hierarchies
14-03-2025,"java, linux, libreoffice, jodconverter",Java can't restart LibreOffice process [closed]
14-03-2025,"html, twitter-bootstrap, bootstrap-4","Dropdown Menu of Button inside a Card cannot be clicked/hovered in Safari, but works in Firefox"
14-03-2025,"objective-c, macos, appkit, core-image",NSImage is very slow with HEIC images
14-03-2025,"c, documentation, doxygen, clang-format",Best practice for code snippet in doc comment for C project? [closed]
14-03-2025,"passwords, stack-overflow",How to change my password on Stackoverflow? [migrated]
14-03-2025,"express, next.js, server-side-rendering, app-router",Unable to Set Cookies from Express.js to Next.js SSR Component (app router)
14-03-2025,"promise, svelte, sveltekit, svelte-5",Streaming promises crashes the entire app with ERR_UNHANDLED_REJECTION when backend is not reachable.How to handle errors on streaming promises?
14-03-2025,"numpy, numpy-ndarray, matrix-indexing",unexpected results when using normal and advanced indexing with numpy
14-03-2025,"autodesk-forge, autodesk, autodesk-model-derivative",Autodesk forgeviewer WebGL context lost on ios devices
14-03-2025,"python, python-typing, mypy, ruff",Access to protected class attributes from object methods
14-03-2025,"ios, swiftui, admob",SwiftUI AdMob - hide adview on load failed
14-03-2025,"apache-flink, pyflink",Potential Bug? UDAF together with internal aggregate function -> NullPointerException
14-03-2025,"ios, swift, swiftui, swiftui-sheet",Prevent scaling of background view in SwiftUI when .sheet gets presented by @FocusState
14-03-2025,"mathematical-optimization, highs",HiGHS solver hanging on windows after solving model in LP file on Windows
14-03-2025,lightningchart,Lightningchart: EngineError: Failed to create texture for font
14-03-2025,"c#, roslyn, sourcegenerators","C# Source generator accessing code from ""Referenced Project(s)"""
14-03-2025,"android, webview, android-theme, darkmode",Android WebView Spellchecker Background Color Issue in Dark Mode
14-03-2025,"vue.js, vuetify.js",How to structure a component in Vue that will be reusable? [closed]
14-03-2025,zephyr-rtos,zephyr b_u585i_iot02a cellular_modem example does not work for bg96?
14-03-2025,"c++, sparse-matrix, eigen, transpose, matrix-vector-multiplication",How to efficiently multiply a vector by a transposed sparse matrix in Eigen?
14-03-2025,"visual-studio-code, prettier, prettier-vscode",Prettier not working for HTML/SCSS on save
14-03-2025,rust,Removing element from linked list
14-03-2025,"google-sheets, google-apps-script",Balance confirmation bulk email to be sent google sheet
14-03-2025,typescript,Is it ok for me to add data objects into interface definitions as long as it passes type checking?
14-03-2025,"apache-kafka, jdbc, debezium, mssql-jdbc",Debezium JDBC sink Connector and MSSQL varbinary
14-03-2025,"json, pygments","Beautify JSON with Pygments, but concatenate short lines"
14-03-2025,"java, sql, oracle-database, hibernate, jdbc",ORA-22835 error: Buffer too small for CLOB to CHAR conversion in Oracle SQL with Java
14-03-2025,"or-tools, cp-sat",How can we apply constraints for a start time in a given time series with Google ORTools?
14-03-2025,"python, aws-lambda-layers",cant import any lib from zip lambda layer despite nesting libs properly
14-03-2025,"javascript, jquery, dropzone",Dropzone.js max file size is triggering queuecomplete event
14-03-2025,"prometheus, grafana, promql, prometheus-pushgateway",Grafana Prometheus Query to display Unique Value in Table
14-03-2025,"reactjs, antd",Making dropdown extend list to bottom of dropdown on antd
14-03-2025,"wordpress, dns, elementor",How can I show different logos for test.domain.com and test2.domain.com on the same website?
14-03-2025,"blazor, visual-studio-2022, intellisense, razor-components",Intellisense keeps crashing in VS 2022 for Blazor apps in razor files and more
14-03-2025,"amazon-web-services, amazon-s3, hive, amazon-athena, serde","HIVE_BAD_DATA: Error Parsing a column in the table: For input string: """""
14-03-2025,"grpc, grpc-java",GRPC context keeps changing within a single request
14-03-2025,"java, maven, gitlab, gitlab-ci, cicd","An error occurs during the execution of the GitLab Pipeline: ""Could not find artifact..."""
14-03-2025,"javascript, typescript, vue.js, charts, echarts",Echarts stacked bar chart / waterfall chart unable to create
14-03-2025,"ios, app-store, app-store-connect",Error on Revoking Subscription Key on App Store Connect
14-03-2025,"powerapps, power-platform","PowerApps Calender Problem, show loan- and return date (German)"
14-03-2025,"python, tensorflow, keras, keras-layer",Keras: how to avoid input shape of sequential call being automatically squeezed by input
14-03-2025,"c#, dependency-injection, log4net, unity-container, .net-4.7.2",How to use unity container with log4net (Specific with .net 4.7.2) [duplicate]
14-03-2025,".net, visual-studio, visual-studio-2022, .net-4.8, .net-framework-version",Visual Studio 2022 Preview crashes on startup: “Controller terminated before accepting connections”
14-03-2025,"amazon-web-services, go",I am trying to add a cloudfront behavior to my an origin and I am getting InvalidArgument: The parameter CachedMethods is required
14-03-2025,"cucumber, build.gradle, junit5, junit-jupiter",SpringBoot 3 + Junit5 + Cucumber : Junit Runner don't see cucumber tests
14-03-2025,magento,How to fix issues scaned by magento uct tool?
14-03-2025,"field, izpack",Izpack 5 installer not recognising sub field setting
14-03-2025,"html, css",How to Match an Image’s Height to a Dynamic Text Container Without JavaScript? [duplicate]
14-03-2025,"docker, next.js, docker-compose, fastapi",Next.js uses different URLs for fetch depending if in client or server component with FastApi when dockerized
14-03-2025,"angular, react-native, expo, react-native-webview, expo-go",Specific webPage is stuck at loading in `react-native-webview` on physical device's Expo Go?
14-03-2025,apache-camel,How to use Multiple rest() Definitions to the Same direct: Route
14-03-2025,"python, dependencies, conda, snakemake",Problems with MultiQC in a conda environment within snakemake pipeline
14-03-2025,"android, sdk, callkit, trtc.io",Manifest merger failed due to allowBackup attribute in TUICallKit
14-03-2025,"c#, jquery, forms, asp.net-core, blazor",Binding Value after Jquery gives Id value
14-03-2025,"react-native, react-native-fs, react-native-component",react-native-compressor - SSL handshake exception during request
14-03-2025,"react-native, expo, react-leaflet, expo-router",Is it possible to use react leaflet in expo web static rendering?
14-03-2025,"python-2.7, designer, ignition","Inductive Automation, Ignition Designer, Gateway tag change script: How to pass parameter to a report?"
14-03-2025,"visual-studio-code, github-copilot",how to prevent vscode github copilot extension from issuing git commands
14-03-2025,"azure-pipelines, teams-toolkit, azureclicredential",How to authenticate teamsapp-cli in Azure Pipeline without user interaction (e.i. browser sign-in)
14-03-2025,"google-cloud-platform, google-cloud-run, cicd, google-cloud-build, google-artifact-registry",Cloud Build Trigger Fails with PERMISSION_DENIED: Permission 'cloudbuild.builds.create' denied Despite Correct IAM Setup
14-03-2025,"c#, socket.io, reconnect",SocketIO ignoring reconnectDelay
14-03-2025,"python, tensorflow, keras, web-applications","I am trying to host my web app (React+Python) on Render.com (first time) and my Keras model isn't working, even though it works locally"
14-03-2025,google-blockly,How to move toolbox from workspace in Google Blockly to another zone or div?
14-03-2025,google-play,"891 / 5,000 Google Play Protect is intervening in requests and causing duplicate requests when performing scans and security checks"
14-03-2025,"java, spring-boot, tcp, spring-integration",Ensuring Independent Connections for Threads in Spring Integration TCP
14-03-2025,"angular, msal.js, msal-angular",Angular 19 @azure/msal-angular v4 B2C standalone MsalInterceptor not working
14-03-2025,"r, glm, survival",clustered standard errors in R clogit
14-03-2025,"reactjs, react-props",Passing a function as props from parent to child component using vite react js
14-03-2025,"android-layout, android-widget",Android Studio: How to create staggered/overlapped images
14-03-2025,"spring, trace, open-telemetry, micrometer",How can I use custom traceId in Spring boot gateway service and propagate it to downstream [closed]
14-03-2025,"php, woocommerce",Hiding price in whole Woocommerce store (including cart and checkout pages)
14-03-2025,"stm32, stm32cubeide, stm32f1, stm32cubemx",STM32CubeMx doesn't generate whole code for USB
14-03-2025,"raspberry-pi, networkmanager, quectel",ModemManager opens all modem port exclusively
14-03-2025,"rust, rust-cargo",How to use LTO via command line flags?
14-03-2025,".net, angular, keycloak, multi-tenant",Keycloak SSO with multi-tenant .NET api & Angular
14-03-2025,"android, kotlin, android-jetpack-compose, mapbox, mapbox-android",Example of Navigation Between Points Using Mapbox and Jetpack Compose
14-03-2025,"node.js, powershell, chocolatey",Error installing node js The installation of visualstudio2019-workload-vctools failed (installer exit code:
14-03-2025,"android, ios, firebase, firebase-app-distribution",Does Firebase App Distribution API support chunked or multipart upload?
14-03-2025,"python, python-3.x, database-connection, mysql-connector-python","Why mysql.connector is not working, although pymysql is working to connect database locally?"
14-03-2025,"python, regex","Use a python regex expression to replace spaces between words in string1 with underscore, and add string2 at the end of string1"
13-03-2025,"python, path, rename",Python: os.renames creates chaotic results
13-03-2025,"amazon-s3, parquet",Writing a pystarburst dataframe into an S3 bucket
13-03-2025,python,Understanding state management in Python ProcessPoolExecutor
13-03-2025,"python, macos, visual-studio-code, execution",MacOS - Pty Host Disconnected VS Code
13-03-2025,"amazon-web-services, amazon-ec2, terraform, terraform-provider-aws",Why changing root block device type is in-place update not replace?
13-03-2025,"python, large-language-model, huggingface, huggingface-hub",How do I use DeepSeek R1 Distill through HuggingFace Inference API?
13-03-2025,"android, kotlin, dependency-injection, android-jetpack-compose, dagger-hilt",Dagger/MissingBinding Error Injecting Map with Custom Keys in Hilt ViewModel
13-03-2025,"c#, .net-core, .net-assembly",Could not load file or assembly 'System.Data.OleDb' without debugger
13-03-2025,"jdbc, snowflake-cloud-data-platform, namedparameterjdbctemplate",Unwrap Snowflake JDBC driver classes when when using NamedParameterJdbcTemplate
13-03-2025,"node.js, docker, docker-compose, dockerfile, payload-cms",Payload CMS Docker build error: failed to solve: archive/tar: unknown file mode ?rwxr-xr-x
13-03-2025,"airflow, scheduler, airflow-2.x, airflow-webserver",Airflow 2.10.5 not respecting some parameters from the airflow.cfg
13-03-2025,"ios, avplayer, drm, airplay, fairplay",Airplay freeze after AVContentKeySession key renewal
13-03-2025,"python, argparse",Python argparse: 'usage' text showing formatter object when using custom formatter
13-03-2025,"android, android-jetpack-compose, surfaceview, android-camerax","""SurfaceView BufferQueue has been abandoned"" error when using CameraXViewfinder composable with AnimatedVisibility"
13-03-2025,"vim, syntax-highlighting",How do I define a vim syntax region with more that one possible end
13-03-2025,"c#, file-upload, asp.net-core-mvc",ASP.NET Core MVC file upload logic not executing
13-03-2025,"hadoop, hbase, hadoop2",How do I figure out which HBase version(s) is compatible with Hadoop-2.6.5?
13-03-2025,"css, tailwind-css, textarea",Why a textarea is 1-line on desktop and 2-line on iOS (mobile)?
13-03-2025,"excel, vba",Excel VBA for copying and pasting [closed]
13-03-2025,"node.js, angular, typescript, devtools",angular projects not loading library types from workspace library
13-03-2025,"unit-testing, nunit, moq",Returning different values with multiple calls to a method in MOQ
13-03-2025,"node.js, laravel, puppeteer, laravel-11, spatie-browsershot",Crawling a page in Laravel 11 with spatie browsershot works from command but not directly from url in server
13-03-2025,"windows, winapi, sleep, window-messages, message-loop",Is there a way to automatically wake a WinAPI GetMessage() after n seconds?
13-03-2025,"css, r, shiny, legend, r-leaflet",How to left-justify legend text in leaflet with reactive rasters?
13-03-2025,"graphics, directx, nvidia, direct3d, dxgi",DuplicateOutput Fails with NVIDIA set as Preferred graphic Adapter on Dual Graphics System
